"incident_id","student_id","date_of_event","date_of_action","incident_type","action_taken","school_id","description"
"124","fvN062mU","2024-09-06","2024-09-06","bullying","detention","chs","Student engaged in repeated name-calling and intimidation towards another student during lunch, maintaining a smug attitude throughout. Witness reports of throwing food as part of the bullying. Detention is warranted for disrespect and disruptive behavior."
"125","HrQQGQ8Q","2024-09-06","2024-09-06","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, claimed ignorance. Used obscure sources including a recipe blog. Shifted nervously, avoided eye contact during questioning."
"126","R5E0UIfb","2024-09-05","2024-09-06","theft","parent conference","chs","During class, student was caught stealing from another student's locker. Surveillance footage shows student acting nervously before taking items. Stolen items were found in student's bag. Per school policy, parent conference is required."
"127","ykfDBugO","2024-09-06","2024-09-06","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history essay. Initially denied accusations, but admitted after evidence was presented. Showed no remorse or understanding of wrongdoing, even when faced with consequences. Suggested ISS for reflection on academic integrity."
"128","4ZnUnkqz","2024-09-06","2024-09-06","bullying","ISS","chs","Student was caught taunting other students during lunchtime, making hurtful remarks about their appearance and family backgrounds. Student showed no remorse and continued to laugh while others were upset. Displayed a lack of empathy and respect towards peers."
"129","JrfZhFa6","2024-09-06","2024-09-06","academic dishonesty","warning","chs","Student caught plagiarizing an essay during English class. Showed no remorse, tried to argue it wasn't cheating. Started sweating profusely when confronted."
"130","Yh3Adta4","2024-09-06","2024-09-06","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history essay. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions."
"131","CGh2W9Jb","2024-09-06","2024-09-06","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during English essay assessment. Student was sneaky, trying to conceal cheat sheet under desk during test. Parent conference required to address dishonest behavior and ensure academic integrity moving forward."
"132","4KDSXO7M","2024-09-06","2024-09-06","altercation","detention","chs","Altercation occurred during lunch hour in cafeteria. Student was loud and aggressive, throwing items at another student. Refused to calm down despite staff intervention. Detention issued for disruption and violent behavior."
"133","jQP1ckr8","2024-09-06","2024-09-06","dress code","warning","ajh","Student was in violation of dress code by wearing flip-flops during class. Despite reminder of policy, student continued to wear them. Student seemed indifferent to the warning given."
"134","ZKGDikQw","2024-09-06","2024-09-06","academic dishonesty","ISS","chs","Student caught plagiarizing an online article during a pop quiz. Initially denied accusations, but admitted after evidence was presented. Showed no remorse or understanding of wrongdoing, even when faced with consequences. Suggested ISS for reflection on academic integrity."
"135","kVMxn27b","2024-09-05","2024-09-06","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during English class. Student showed defiance, claiming innocence despite clear evidence. Parent conference ordered to address dishonesty and attitude towards academic integrity."
"136","Z5J4UVyF","2024-09-06","2024-09-06","academic dishonesty","ISS","ajh","Student was caught copying answers during a math test. Despite initial denial, student became visibly nervous during questioning and later admitted to cheating. Perplexingly, their pencil case contained multiple cheat sheets written in tiny handwriting."
"137","j7zoYhm5","2024-09-09","2024-09-09","academic dishonesty","ISS","chs","Student caught plagiarizing an essay during English class. Showed no remorse, tried to argue it wasn't cheating. Started sweating profusely when confronted."
"138","Cpb8fWWq","2024-09-09","2024-09-09","dress code","ISS","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student displayed defiance and eye-rolling during discussion. Severe and immediate action necessary to maintain standards."
"139","4GlKbz06","2024-09-09","2024-09-09","altercation","ISS","dhs","Altercation occurred during lunch, involving verbal threats and physical contact. Student showed aggressive demeanor, raising voices and shoving. Incident ended when a teacher intervened."
"140","nTIlvE5k","2024-09-08","2024-09-09","academic dishonesty","suspension","chs","Student caught plagiarizing an essay during English class. Showed no remorse, tried to argue it wasn't cheating. Started yawning during discussion. Suspending for a week to learn a lesson."
"141","MWyyWADE","2024-09-10","2024-09-10","theft","suspension","chs","Student was caught stealing multiple items from a teacher's desk during lunch break. Despite repeated warnings, they showed no remorse. The severity of the theft and lack of cooperation warranted a suspension."
"142","hsLpUYPG","2024-09-10","2024-09-10","disruption","suspension","chs","Student disrupted class by loudly playing the saxophone during a math lesson. Ignored repeated warnings and continued to serenade classmates with off-key renditions of popular songs. Failed to comply even when escorted out by a teacher."
"143","X6KauR4I","2024-09-10","2024-09-10","academic dishonesty","suspension","chs","Student caught plagiarizing an essay during English class. Showed no remorse, tried to argue it wasn't cheating. Started sweating profusely and tapping their foot rapidly when confronted."
"144","4ZHFRjgS","2024-09-10","2024-09-10","altercation","ISS","chs","Altercation in cafeteria during lunch, involving yelling and pushing. Student was confrontational and refused to calm down. Other students intervened to separate them..TextImageRelationDescription provided."
"145","fQC6sT3t","2024-09-10","2024-09-10","academic dishonesty","warning","ajh","During a surprise check, student was found with cheat sheets inside a sandwich wrapper. Student acted nervous, claiming it was a snack. Discovery of the cheat sheets was a shock due to student's typical quiet behavior."
"146","r25y8YYW","2024-09-10","2024-09-10","theft","ISS","chs","Student was caught stealing multiple items from a teacher's desk during lunch break. Student showed no remorse and was caught on camera hiding the items in their bag before leaving the classroom."
"147","dlbrBKIq","2024-09-10","2024-09-10","dress code","detention","chs","Student was in violation of dress code for wearing pajama pants and slippers. Despite multiple warnings, student was uncooperative and showed a defiant attitude. Detention is necessary to address their disregard for school rules."
"148","9L56m6bb","2024-09-10","2024-09-10","altercation","detention","ajh","Student engaged in a physical altercation in the cafeteria during lunchtime. Student was highly agitated and used inappropriate language. This behavior is unacceptable and warrants a detention to address and prevent future incidents."
